Clase,m00,m10,m01,m20,m11,m02,m30,m21,m12,m03,mu20,mu11,mu02,mu30,mu21,mu12,mu03,nu20,nu11,nu02,nu30,nu21,nu12,nu03
cavallo,5803545.0,553631265.0,879486840.0,74580621885.0,70321797015.0,151253518260.0,11828913528195.0,8328896065305.0,10570673884635.0,28298728282140.0,21766768010.256165,-13577166770.074915,17973410716.561348,561370904567.7963,-382880519318.4336,256840244600.85156,-70179894436.73926,0.0006462599401733511,-0.0004031089494047933,0.0005336343608257763,6.918572703783413e-06,-4.718781625860014e-06,3.1654079167081303e-06,-8.649267321366614e-07
cavallo,1401225.0,192829725.0,158266770.0,28515860265.0,21503149890.0,18876807480.0,4464822939075.0,3160667329710.0,2527064340180.0,2371449063750.0,1979577481.3102798,-276748224.6769809,1000755820.7497739,-4229679678.508866,16002818446.289062,-8152702051.350586,13266665927.401585,0.0010082233480924292,-0.0001409513011219828,0.0005096973438753595,-1.8198591882284248e-06,6.885362107916757e-06,-3.507776206417044e-06,5.7081069301328994e-06
cavallo,4594845.0,624710220.0,554951400.0,103897703370.0,82165370955.0,76070534100.0,19402892860110.0,14343987388425.0,11817181617735.0,11508798811290.0,18962768900.51334,6714771166.909645,9045192361.168764,120756423937.47691,-30327368182.847656,-147266239078.6211,136329505852.58862,0.000898173052345024,0.00031804566866911133,0.000428426253291465,2.668290310394032e-06,-6.701276836745605e-07,-3.254063560089438e-06,3.012400397643551e-06
cavallo,2162400.0,261981900.0,246310365.0,35227936350.0,27976898130.0,33156244185.0,5039966930490.0,3570039521940.0,3617305938420.0,5123775084375.0,3487964130.4245257,-1864415878.69104,5100012263.785965,-73170619497.51215,9125985135.53711,25053840165.33789,185235326868.6769,0.0007459332129409823,-0.00039872248527995165,0.0010906845345055925,-1.0641348104736492e-05,1.3272100918757851e-06,3.6436295932803216e-06,2.693914043697908e-05
cavallo,2720850.0,314814075.0,341164500.0,42595207395.0,36896488815.0,46615707480.0,6296996564115.0,4735922823585.0,4791078049605.0,6818105133960.0,6169861705.930179,-2577714647.277413,3837452133.233363,-59211763117.57343,-8539726249.904297,43873546150.333984,10662823219.808958,0.0008334244362548363,-0.00034819749276845843,0.0005183627337580275,-4.848936462096299e-06,-6.993304676177122e-07,3.5928678095160476e-06,8.731939327115511e-07
cavallo,3918075.0,520361160.0,513278025.0,80790707010.0,64017003105.0,75439703115.0,13759907681400.0,9440396228145.0,8997727095225.0,12245558807985.0,11681326297.138306,-4151663521.21542,8198945613.4461355,-72743051824.48257,-40628418087.59375,66306405802.515625,214594866621.538,0.0007609334316922283,-0.0002704435686557113,0.0005340876252575793,-2.393920119275794e-06,-1.3370512376757994e-06,2.182094851759905e-06,7.062158595409733e-06
cavallo,2763945.0,382606590.0,280189665.0,57808112400.0,40020764115.0,31974380385.0,9364426767120.0,6186946580295.0,4652628176205.0,4068599682105.0,4844756504.195953,1234749097.012174,3570686254.7578177,20884731876.10485,-15087805579.234375,-23852910853.36328,103314663865.81078,0.0006341809044024436,0.00016162923737758384,0.00046740450968350616,1.6443922157444345e-06,-1.1879621052518747e-06,-1.8780964564354263e-06,8.13464257243209e-06
cavallo,1228080.0,134248575.0,160755570.0,16610612025.0,16536401415.0,21921670170.0,2223333687945.0,1960097512305.0,2116270457415.0,3107714335200.0,1935118661.7576828,-1036725902.2861295,878779408.7915292,-15547199153.451385,12430866782.945312,-8700273507.22461,8105227438.748981,0.001283081620010067,-0.0006874017477581717,0.0005826752280087909,-9.302196622115889e-06,7.437633354855196e-06,-5.2055456440475824e-06,4.84951781719952e-06
cavallo,1025610.0,128310135.0,135122460.0,19573753335.0,18419099055.0,21177789270.0,3420797912115.0,2969726499615.0,3030477977565.0,3678631084770.0,3521364275.1056676,1514446132.220287,3375623537.946295,90911908744.79002,11983032401.117188,-18045705005.79492,-974317367.6719863,0.003347699446775501,0.0014397574584506785,0.0032091462761733355,8.534246041492106e-05,1.1248927477849997e-05,-1.6940188434935414e-05,-9.14628705195696e-07
cavallo,3288990.0,440326095.0,351879855.0,67832666535.0,49315662525.0,41001497685.0,11366463828525.0,7782117214875.0,5925954555615.0,5172056004075.0,8882329216.264149,2206403311.2850823,3354854686.7479453,-93204898165.48575,-65891679255.296875,-35391364950.46875,67567203069.67326,0.0008211107913587497,0.00020396694660545917,0.00031013344806958505,-4.75097071786356e-06,-3.3587230376771878e-06,-1.804018263571947e-06,3.4441301861840355e-06
cavallo,3267315.0,398792970.0,438887895.0,53111743230.0,51441403725.0,65751940485.0,7515970488360.0,6612909129645.0,7550918582355.0,10648062126645.0,4436965034.013113,-2127170821.4083338,6797543869.573874,-49706757932.31483,-2155425459.6210938,97020632188.04688,-10368478240.599314,0.0004156272302427999,-0.00019926010459352076,0.0006367515428467457,-2.5759529197816848e-06,-1.1170059639864685e-07,5.0278994478814834e-06,-5.373255651461647e-07
cavallo,2070090.0,232899915.0,287150400.0,31764048225.0,30676453335.0,43752063090.0,4819319556645.0,4073012289315.0,4493267820855.0,7213409853390.0,5561143806.831116,-1630018244.6008878,3920291418.159644,-5699631644.343788,33672486603.01758,23060731865.26953,56789167912.09558,0.0012977339636034988,-0.00038037679132007515,0.0009148289447792725,-9.244293391212056e-07,5.461376537883091e-06,3.7402447119574923e-06,9.210695749841894e-06
cavallo,3621000.0,479174070.0,414066195.0,69310060290.0,53050550880.0,53172561495.0,10716209720220.0,7431797957070.0,6670150413000.0,7525567089765.0,5900010756.621131,-1743645172.9035177,5823538064.517255,-17247340175.61785,-32420168096.757812,32496820198.04297,113354796955.60803,0.00044998263425768986,-0.00013298451146607183,0.0004441502070196442,-6.912749463198597e-07,-1.2994032547957353e-06,1.3024754779131355e-06,4.543270462732638e-06
cavallo,2998545.0,366614265.0,408442935.0,49234490415.0,48006891600.0,61841274255.0,7169698947045.0,6225398547690.0,7066507295070.0,10223208390225.0,4410744464.383874,-1930997079.1653228,6205747307.292285,71539607775.25565,-8830926452.054688,31599004989.69922,108963365064.54639,0.0004905584445644923,-0.00021476350109668845,0.0006901968071394129,4.594837192250184e-06,-5.671916657888308e-07,2.0295370338190294e-06,6.998485705487543e-06
cavallo,2826675.0,373659150.0,312008055.0,55530823680.0,43178730270.0,38209471065.0,9013141031520.0,6654381977490.0,5437074754920.0,5091267004035.0,6136690863.626522,1934277114.1001348,3770058545.0311217,50079569236.72494,13510645064.8125,-40859057952.11719,41432828789.52301,0.0007680376152018321,0.00024208447433101185,0.00047184172030882574,3.7279569616702053e-06,1.0057415447792463e-06,-3.0415758733839095e-06,3.084287762090448e-06
cavallo,3337440.0,390043665.0,395793915.0,53217044205.0,43885470165.0,51289074375.0,7851994454835.0,5744450232315.0,5517667220085.0,7111699642275.0,7632985583.232354,-2370615095.3487887,4351055069.476239,-151555063879.17258,-12565765107.18164,85830697304.00977,-2779055249.0370507,0.0006852791345702137,-0.00021283062089208856,0.0003906318464727609,-7.447950558824066e-06,-6.175260321667611e-07,4.2180232952117765e-06,-1.3657258005954965e-07
cavallo,4760085.0,460586865.0,412007070.0,62010445335.0,36442931535.0,44712163590.0,9617438131005.0,4645008112185.0,3662460479835.0,5834802970380.0,17443959608.2686,-3422962609.565813,9051072300.666956,241531198162.48727,-59865573298.39844,-71352186180.7793,397938067339.72217,0.0007698669155779176,-0.00015106809036153986,0.0003994575355175806,4.8858087841922676e-06,-1.210989495838342e-06,-1.4433462039916196e-06,8.049681862071243e-06
cavallo,2507670.0,324800130.0,259806495.0,46862196090.0,33463658925.0,29750008755.0,7307766473700.0,4788676536615.0,3811721796825.0,3755084278755.0,4793213948.004883,-187173660.96400136,2832824737.8904843,-3610385686.238803,-17982575356.76367,-2794804443.265625,85854263219.82054,0.0007622300137320009,-2.9764868356490542e-05,0.00045048355076271593,-3.62558121276481e-07,-1.8058261093575988e-06,-2.8065673209034673e-07,8.6215609859073e-06
cavallo,223890.0,31688085.0,26082420.0,5509631235.0,3041938095.0,3979530510.0,1045308763515.0,470160530685.0,396644475915.0,721416923880.0,1024684471.1104786,-649615533.8610476,941017699.8861051,-24548041750.053055,12192906370.514404,-15239085993.067627,38564523521.06983,0.020441876583262818,-0.012959463077806495,0.018772771742008393,-0.001034975602754686,0.0005140679142004198,-0.0006424985899770019,0.0016259276964966157
cavallo,2020365.0,205611600.0,215125140.0,27702217740.0,19738195185.0,26737110570.0,4247751322110.0,2528361185265.0,2306006054745.0,3775281209760.0,6777221487.065508,-2154989578.9530454,3830939724.623251,49080279951.96396,17299194483.99707,43902319067.049805,112533367786.39378,0.0016603207913024251,-0.0005279411348447813,0.0009385245689782619,8.459261303381795e-06,2.9816131167421437e-06,7.566810726754101e-06,1.9395756592797917e-05
cavallo,3475905.0,466076760.0,392191020.0,69395084430.0,55388260065.0,51770847660.0,11185030808070.0,8506619633655.0,7491381765285.0,7667304736050.0,6899836081.124646,2800194538.843448,7519409209.110117,29621612046.463177,-74265097560.47266,-82361258359.5625,129080565632.05367,0.0005710879240717502,0.0002317674314843289,0.000622368958477743,1.3150399425119513e-06,-3.296970113354422e-06,-3.6563960222179424e-06,5.730481492429569e-06
cavallo,2523225.0,340020570.0,290949390.0,50912641080.0,38005500135.0,36048008700.0,8260834036980.0,5514668893365.0,4596779694435.0,4786224288570.0,5092713002.589182,-1201775248.2703426,2499059422.241535,27482038565.040337,-32099728401.74414,16231818309.703125,53255262450.828125,0.0007999028505553461,-0.00018876057738371875,0.00039252256204932187,2.7174339522421705e-06,-3.1740328000126945e-06,1.6050080883564414e-06,5.26589968851663e-06
cavallo,4071330.0,554046915.0,453190335.0,88437590145.0,66112541340.0,58731731835.0,15651329642265.0,11063489073300.0,8825887595520.0,8414700061605.0,13040119534.409061,4440137723.843484,8285936545.153145,67171642689.233215,10798596098.089844,-155106291199.71484,32459874047.812794,0.000786699658613813,0.0002678698475369671,0.0004998837191765893,2.008376845288996e-06,3.2286913787963686e-07,-4.637550480123827e-06,9.7052352493791e-07
cavallo,2360535.0,295728855.0,239266755.0,45535664415.0,25418850330.0,31234666695.0,7818177497235.0,3478894631730.0,2947524529110.0,4922089753545.0,8486624396.694392,-4556593158.749596,6982291683.305606,-12966430057.411516,5047175000.775391,-41844279283.24609,340637713784.8332,0.0015230497621911787,-0.0008177477642982146,0.0012530750968488982,-1.514587301553552e-06,5.895521844521476e-07,-4.887761223748643e-06,3.978932932537143e-05
cavallo,844560.0,196482855.0,34283475.0,45920963295.0,8009423775.0,1870798065.0,10779871188045.0,1880327007765.0,441120074985.0,117011579445.0,210164406.87953317,33536866.64402247,479118778.6548914,-1209348468.6290069,639317474.2050781,3165085880.598999,2171695917.995564,0.0002946443715431004,4.7017709337989104e-05,0.000671710559972161,-1.8449100117109155e-06,9.753046697614126e-07,4.8284665508046224e-06,3.3130099763915504e-06
cavallo,3243345.0,454525515.0,358942590.0,75944491425.0,53080050555.0,47453371770.0,13888048789395.0,9129774535215.0,7261348240005.0,7287947415720.0,12246844771.309061,2777487745.5597897,7729018389.182329,-187455336737.07233,-53519423409.75,-3585195203.0039062,325510818657.97,0.001164227672173218,0.00026403764829927473,0.000734747378239196,-9.894980430656105e-06,-2.8250657277485913e-06,-1.8924740682930875e-07,1.718234986878595e-05
cavallo,2957490.0,380257530.0,325121430.0,53694500850.0,43713724350.0,42313627470.0,8155325906610.0,6339191281770.0,5765951844300.0,6346045612920.0,4803113517.599581,1911428510.6673515,6572528008.887736,16472205387.693874,-55049465608.38672,-94750375671.74414,249387135135.4762,0.0005491314042388018,0.0002185302134373473,0.000751425408059711,1.0950741736525253e-06,-3.6596950221464493e-06,-6.299016245846353e-06,1.6579286410068627e-05
cavallo,3945105.0,549177690.0,439218885.0,88190277120.0,62341013565.0,58437071175.0,15333161068020.0,10022715818325.0,8353896726345.0,9039441824085.0,11742087478.980024,1199621214.5617588,9537680933.005623,-212462590714.00165,-129725143186.40625,-47940067052.48828,409779390788.5177,0.0007544460315296953,7.70773907352604e-05,0.0006128097361549877,-6.872837195992419e-06,-4.196408348174297e-06,-1.5507872464015783e-06,1.3255731419342218e-05
cavallo,3988965.0,613706970.0,645233130.0,104591967390.0,103775793225.0,114210763740.0,19213963979250.0,18283895767395.0,18923912013555.0,21434458411260.0,10172426224.163519,4505915159.9089,9841386708.715725,-7713108519.780366,-20808729043.84375,-105253005578.08594,-223426796271.47443,0.0006392991063146035,0.0002831799878790527,0.0006184945055520163,-2.4270508605909214e-07,-6.547793746729548e-07,-3.3119512984026925e-06,-7.030475414407833e-06
cavallo,1424430.0,143949285.0,182526960.0,21661496475.0,15848287485.0,27755901870.0,3833760681315.0,2200706478165.0,2245384176465.0,4671579077760.0,7114346631.194952,-2597424403.4210525,4366833171.05263,206789084808.59827,-50027028714.55371,106112841022.65039,-4206996296.4359207,0.0035063300832051583,-0.0012801495058776368,0.0021522086721023643,8.539350342579053e-05,-2.0658649618148195e-05,4.381927248130696e-05,-1.7372781207698023e-06
cavallo,3498855.0,473374860.0,375126675.0,73037232600.0,53689433745.0,45352690185.0,12357515622390.0,8593365379125.0,6719865536085.0,6084712489785.0,8992349894.08061,2936962647.915243,5133812210.189494,42774228083.78208,-31965702329.878906,-45859088791.14844,121429164134.24971,0.0007345499060052205,0.00023990899624436326,0.0004193610480977289,1.8679589110906614e-06,-1.3959484762510116e-06,-2.0026753818709547e-06,5.302835360735902e-06
cavallo,3183420.0,425414715.0,378428670.0,63279013215.0,52040973240.0,49104194850.0,10180959520515.0,7899514713870.0,6883034596170.0,6856214353560.0,6428933822.8584585,1469850109.5682473,4118532173.39154,6446112811.69889,-15615724706.832031,-28436055375.742188,39779056312.42029,0.0006343823252675596,0.0001450391240593131,0.0004064008261456487,3.5650288657260294e-07,-8.636291508589844e-07,-1.5726587666588941e-06,2.1999845200931913e-06
cavallo,4705005.0,598784115.0,516073590.0,87023707455.0,59583329580.0,67926835740.0,13713530498625.0,8069203117980.0,7435153828980.0,9923366024910.0,10819236603.994902,-6094957236.490708,11320742803.756975,-115400115106.22198,75266879488.91406,127485229379.83203,-10718792871.312214,0.0004887383742324081,-0.00027532806609281577,0.0005113929601066727,-2.4032891113468176e-06,1.567486061467606e-06,2.654970173505334e-06,-2.2322645147013048e-07
cavallo,1241595.0,116716050.0,150900585.0,14313147960.0,14412732600.0,21681365565.0,2134551064950.0,1881041199780.0,2040612912390.0,3437778197895.0,3341263949.8336406,227333799.35304892,3341257435.261861,160854043440.7964,98713301762.11426,-52801569770.53906,-9502236216.432573,0.0021674589199143788,0.00014747014261783315,0.0021674546939487184,9.3644461140567e-05,5.7467961346720414e-05,-3.0739510445431066e-05,-5.531920560304213e-06
cavallo,725985.0,143931180.0,118939395.0,28826921760.0,23600996895.0,20782932225.0,5827811936790.0,4731103378155.0,4139206299075.0,3830244922875.0,291642689.2307704,20499404.230770186,1296882674.4362483,-2950155378.8364053,209984039.14453125,12139854894.457031,399586491.51723444,0.000553344756648126,3.889429862077372e-05,0.002460624779520042,-6.5694009818028265e-06,4.6759210135674086e-07,2.703300823905937e-05,8.897985199423061e-07
cavallo,1439220.0,213456675.0,174200190.0,32332826745.0,26788821765.0,25015940640.0,5000567412675.0,4211886999345.0,3969175267785.0,4044802744230.0,674183798.0873506,952470587.4397601,3931112610.9036136,5170076551.28915,15859309710.019531,28387462157.91992,65298054204.61607,0.00032547972498055665,0.00045982989465403307,0.0018978466333578786,2.0805540840878754e-06,6.3821398504763135e-06,1.1423747742153523e-05,2.6277392996150108e-05
cavallo,10654410.0,1462607580.0,1113567915.0,271432314240.0,158950896495.0,168087859635.0,55258134043890.0,30309916344945.0,24542203557855.0,29478634718205.0,70649639922.65569,6083410325.067016,51700983091.160675,-1400503836073.2844,270374001516.5,195932041020.58594,1103308512520.4343,0.0006223735713988849,5.359056060925059e-05,0.0004554492496565508,-3.7797301053740534e-06,7.296950761003769e-07,5.287884366881097e-07,2.9776486810499076e-06
cavallo,4188885.0,518513175.0,504193395.0,73889093505.0,60059627250.0,68773445175.0,11566737916425.0,8229402068880.0,7986992406240.0,10399079841555.0,9705924798.15304,-2350994682.919889,8086417586.124673,17657853842.102383,-82201012336.25781,39955084432.16406,174556255707.82928,0.000553146344801499,-0.00013398456536077428,0.00046084967927575483,4.916905073422335e-07,-2.2889224149817523e-06,1.1125664483931124e-06,4.860593744643001e-06
cavallo,2159595.0,258041385.0,251983095.0,40899748095.0,31829447565.0,37650675285.0,7214852099475.0,5123930098875.0,5166924810945.0,6641938365855.0,10067413155.940487,1720993512.0935166,8249106858.614951,-77925533755.82364,-59551159681.21289,266582413397.70117,323807122916.6934,0.002158605430799245,0.00036900700150398116,0.0017687330984069525,-1.1369699917683755e-05,-8.688792783210907e-06,3.88956212114141e-05,4.724497403261232e-05
cavallo,4796550.0,625674375.0,518671530.0,96924150795.0,74041515930.0,69703337610.0,16778063102715.0,12138223548810.0,10460584333740.0,11021051362320.0,15309568745.059809,6384661448.54067,13617159829.607658,140987041121.34726,-8264178743.746094,-12500787575.101562,538766592967.1259,0.0006654340277660984,0.00027751082047927097,0.0005918730738300194,2.798058280840937e-06,-1.640126183539516e-07,-2.480932425657546e-07,1.0692474392697006e-05
cavallo,3210960.0,360054135.0,389013975.0,45057378255.0,41210896035.0,56308675425.0,6091829099145.0,4864899552555.0,5838012051795.0,9201678911955.0,4683477574.020409,-2410354392.142234,9178884725.240236,-10927175110.508694,-53328543292.865234,107997247296.58789,155695617199.21527,0.0004542538890161431,-0.00023378202184874607,0.0008902666912296141,-5.914535790583485e-07,-2.886506116864534e-06,5.845550912841816e-06,8.427313473508298e-06
cavallo,2989875.0,434533770.0,304227495.0,68577915000.0,42521511885.0,33984084855.0,11584424368350.0,6429390409365.0,4623313840305.0,4112948398275.0,5424907844.044357,-1693420291.0963695,3028152344.786354,40787507799.014145,-56362569004.90625,28853374312.873047,38735459617.181274,0.0006068569098894151,-0.00018943433410154237,0.00033874403537543444,2.6387277862472113e-06,-3.646348722025049e-06,1.8666548812332656e-06,2.5059715368876625e-06
cavallo,2823360.0,355291500.0,333193965.0,49828207680.0,44124979935.0,43647879015.0,7559437628730.0,6414411336555.0,6001198047195.0,6309032809425.0,5118340722.810692,2195865824.22507,4326567417.32162,874585130.9864608,-18634045797.222656,-9731798173.978516,136818788512.84334,0.0006420911410265626,0.00027546935012244533,0.0005427639073216769,6.529598018995806e-08,-1.3912062326761162e-06,-7.265699796016865e-07,1.021480538352187e-05
cavallo,6418605.0,783863880.0,815247750.0,111950318790.0,97657939305.0,118744212900.0,17600777780820.0,13659521127855.0,14215922677665.0,19091806735170.0,16221950652.584723,-1903143590.1571236,15196963321.616148,-33180628113.635807,-94812480113.53125,197887233556.03906,149289988648.5742,0.00039375109609811473,-4.619449847340453e-05,0.0003688718510739504,-3.178944734230738e-07,-9.083722989330719e-07,1.89590316654053e-06,1.430306327120787e-06
cavallo,993225.0,50768715.0,110421885.0,2794819125.0,5647239945.0,13193659455.0,163901960175.0,311568305715.0,673272231555.0,1676299833435.0,199775280.20025668,3023167.001283562,917495759.0064192,621692196.7087588,544961936.5794678,-1794127302.1103516,5488114592.681651,0.00020250999530123533,3.064551002561914e-06,0.0009300553184510292,6.323482342187936e-07,5.543027886417504e-07,-1.8248793172237433e-06,5.5821829359367e-06
cavallo,4129980.0,614959530.0,497709000.0,105368360280.0,69673421010.0,66888710340.0,19384357734780.0,11462615383890.0,8978096574810.0,9707722176150.0,13800066114.454193,-4436112865.895277,6909182913.474935,-414828134906.24927,85630153810.7539,87481299130.99219,-18387435028.856537,0.0008090684574711547,-0.00026007984047399533,0.00040507066530183174,-1.1967359365324324e-05,2.470340695172193e-06,2.5237443084293715e-06,-5.304583375151487e-07
cavallo,2186115.0,301662705.0,257937600.0,47290995675.0,38107546035.0,34309984800.0,8093679407985.0,6264955858485.0,5271426297195.0,4987575675480.0,5664462950.089821,2514654472.9330487,3876176197.1771836,4697762803.227762,-8859044624.191406,-56422742051.38672,24681085624.251354,0.0011852575548594937,0.0005261775455443402,0.0008110684388178315,6.648268862774068e-07,-1.2537310416879767e-06,-7.984940382150254e-06,3.4928645810390764e-06
cavallo,429420.0,59243385.0,59322435.0,9466553955.0,7656519330.0,9858298215.0,1647333559785.0,1174350261720.0,1232559215250.0,1828628084895.0,1293253535.228623,-527686938.55403745,1663171545.7036817,-15523630750.276217,12189415115.221191,18289715993.757324,7229391546.609308,0.007013247071994693,-0.0028616189911204962,0.00901929332137431,-0.00012846583230243235,0.00010087352522404443,0.00015135657537276428,5.982684186550935e-05
cavallo,5222910.0,716458965.0,636305580.0,113890320795.0,85767655230.0,88861385100.0,19960551714705.0,13663516765440.0,11711688364320.0,13831302151980.0,15609200015.80388,-1518328497.5627337,11340464552.041794,55088297585.935486,204849757572.5547,-108024057810.19531,242135014470.13586,0.0005722101553437141,-5.565967407513012e-05,0.00041572463524227097,8.836453488004904e-07,3.2858981564917795e-06,-1.7327628629951497e-06,3.883973342695948e-06
cavallo,6165900.0,836492820.0,629266815.0,130319515110.0,87015249870.0,89396550285.0,22075813306950.0,14182547087070.0,12688902387600.0,15231105906165.0,16837259816.92803,1646175994.0421758,25176124319.570095,-172330935750.35782,436009678977.21094,224973310648.9922,968908725044.7847,0.0004428722408685348,4.329954275650425e-05,0.0006622102833254914,-1.825458876966314e-06,4.618542430972264e-06,2.3830865028181704e-06,1.026340990607337e-05
cavallo,2051730.0,295065600.0,250926630.0,48663534960.0,39554657775.0,37297796340.0,8608200372600.0,6843746009985.0,6171887237565.0,6465262721280.0,6229243750.454882,3468127560.533182,6609463253.6987295,-181945616707.47125,-105329701951.02539,-40327711813.97461,287066261345.48126,0.0014797723489287963,0.000823862329397549,0.0015700944377670446,-3.017456900997672e-05,-1.7468287600637674e-05,-6.688104638990524e-06,4.7608185732399366e-05
cavallo,1095735.0,120923295.0,137996055.0,13491436725.0,15157360905.0,18889836705.0,1520730135195.0,1683125032365.0,2069821034415.0,2755162681425.0,146564768.1335827,-71629377.87060611,1510715662.445894,-509190425.02351236,-166752190.83984375,3215374064.598633,-4326198799.405186,0.00012207269062813024,-5.965956891300405e-05,0.0012582636880423142,-4.051505130080384e-07,-1.326806875067562e-07,2.5583954209758042e-06,-3.4422518115356063e-06
cavallo,5586285.0,490488675.0,765196095.0,65524680405.0,58994431050.0,119752074135.0,10617497165175.0,7487505828270.0,8226766826970.0,20703491627475.0,22458646304.83224,-8191546527.535727,14937324475.208378,920437847874.0496,-49436516605.94531,-43623484518.875,207977307563.42203,0.0007196766269159573,-0.0002624942079832122,0.00047865945024273967,1.2479200044100207e-05,-6.702551200322786e-07,-5.914426391625761e-07,2.8197345770949277e-06
cavallo,2343450.0,326926830.0,357141270.0,52288047330.0,51488126100.0,57341470050.0,9182316033930.0,8465012426820.0,8490320975370.0,9666659004420.0,6679584519.251355,1664548356.3851964,2913218225.889005,24093607303.14453,31894304254.65625,-16548323713.867188,39883800645.113914,0.0012162926039056864,0.0003030993692616071,0.0005304709853584091,2.8659103311786827e-06,3.7937953797912968e-06,-1.9684064448527574e-06,4.744137931582578e-06
cavallo,2969730.0,381324195.0,296660370.0,55122864735.0,40536067095.0,33694221510.0,8652450873735.0,6087881643555.0,4807909278705.0,4308643934400.0,6159443248.064143,2443790430.5718713,4059414598.753221,-7316680083.108981,-46185185792.48047,-6795573293.078125,131740615338.12518,0.0006984052987301183,0.00027709585379064413,0.0004602878135783941,-4.814172532946742e-07,-3.0388571093123984e-06,-4.471298720397512e-07,8.668167046123095e-06
cavallo,787185.0,56095920.0,153555135.0,4146362220.0,11008852350.0,30896855445.0,316627920090.0,820339979130.0,2228124808230.0,6377071448895.0,148887368.9212826,66295557.69679247,943058707.4246835,-67585104.05214931,2065963424.887207,506677906.95410156,-17859632357.190372,0.0002402725931093832,0.0001069869504367613,0.0015218964693177672,-1.2293030579971792e-07,3.757773538329565e-06,9.215946460002223e-07,-3.248482188391526e-05
cavallo,2045865.0,271003035.0,228892335.0,37793687445.0,29618891070.0,27777346095.0,5512408377015.0,4039951899630.0,3527549134590.0,3633416664765.0,1895597894.0221844,-701055492.0833869,2168764384.206653,3917070757.922539,-2694626621.8320312,4925384295.958984,40389414325.95404,0.00045288952121670385,-0.00016749369006857003,0.0005181534895626423,6.542880451142919e-07,-4.500970479395851e-07,8.227117306782551e-07,6.746447173360514e-06
cavallo,2906745.0,400784520.0,334949130.0,61776488190.0,48003410595.0,43005497550.0,10245954852030.0,7577261498625.0,6349538424165.0,6130541031390.0,6515971195.34433,1820334235.8877983,4408744244.238093,-68696396096.21165,-43325976243.10547,382777495.7558594,158890925312.6713,0.0007711969221083564,0.00021544542138678878,0.0005217963507801664,-4.76888246414249e-06,-3.0076758038111103e-06,2.6572294776889456e-08,1.1030158647241734e-05
cavallo,3460605.0,409874760.0,404398890.0,57422604420.0,49356490320.0,52474335030.0,8992793956770.0,6985745881440.0,6478978750530.0,7438985115750.0,8876954487.384869,1459403543.8390725,5217146696.390098,88872421281.83191,-70240815367.48438,-77177708517.48438,87617506446.20435,0.0007412418501238007,0.00012186285109941942,0.00043564124104670605,3.989210331463237e-06,-3.152894703586212e-06,-3.4642705547569693e-06,3.932881054560602e-06
cavallo,2985285.0,325155090.0,370251840.0,39062556480.0,38998454580.0,51814110450.0,5099803629600.0,4526481198300.0,5329424962680.0,8046307730820.0,3646898493.2724013,-1329108904.8483808,5893394329.634411,50703029996.88464,-28745642913.60742,15556534212.132812,158166424090.10983,0.0004092155024499638,-0.00014913822507305684,0.0006612929661151872,3.292830808309929e-06,-1.8668418553372133e-06,1.0102953438361727e-06,1.0271876732339821e-05
cavallo,4627230.0,660075915.0,544820250.0,108331415655.0,83683390035.0,75779060430.0,19490258063055.0,14354003060145.0,12102647558625.0,11945960939730.0,14171364487.65211,5964598224.504582,11630724425.508652,-6354613144.450138,-102880263421.25781,-111830745418.84766,284713276092.9715,0.0006618651195796722,0.000278572999836834,0.0005432060419725247,-1.3797055119676882e-07,-2.23372317540629e-06,-2.4280549005031583e-06,6.181658386221741e-06
cavallo,1150305.0,152451495.0,120320475.0,20434265625.0,15771027075.0,14942609085.0,2767865436045.0,2091955443435.0,1954422815745.0,2041002605175.0,229660474.42252365,-175210047.206827,2357236767.0272675,-1190170159.0981874,998280765.2998047,10711902552.902344,-15103834281.392467,0.00017356423664627839,-0.00013241372148462693,0.0017814645776221725,-8.386418643587427e-07,7.034288633138489e-07,7.548038286056603e-06,-1.064277040041926e-05
cavallo,2769045.0,320148165.0,345603285.0,43322012475.0,37197146055.0,47253707025.0,6404272578885.0,4765093973415.0,4814228603025.0,6937246221975.0,6307501135.217793,-2760405198.4906516,4119113472.785712,-62986937059.71886,-3608776545.5429688,39955384481.25195,11322421086.03776,0.0008226162990557127,-0.0003600085453172292,0.0005372095553743416,-4.936571777411911e-06,-2.828361764729537e-07,3.1314845997159946e-06,8.873894650935898e-07
cavallo,3414195.0,405274560.0,387976890.0,54776870790.0,41614537830.0,52191519630.0,7906681383810.0,5264364792060.0,5216989978650.0,7758975251640.0,6669639368.480837,-4439411456.704016,8103215601.064302,-178897362697.91916,93658689014.71875,30667272133.58203,-13522876387.886318,0.0005721708232101054,-0.0003808454351751969,0.0006951535585298044,-8.305831823490923e-06,4.34837779625881e-06,1.4238175509432747e-06,-6.278389762363255e-07
cavallo,2361045.0,328005480.0,268749345.0,53855386980.0,39491326230.0,33191622885.0,9719470774830.0,6677160890340.0,5068884151320.0,4432665156825.0,8287600296.548218,2155630423.096442,2600841922.3631053,-65018162736.007454,-51943027144.51758,-32959619091.785156,62491764959.10515,0.0014866894796496544,0.00038669252345157045,0.000466557771351433,-7.5905637458555176e-06,-6.064103353612778e-06,-3.84788002655694e-06,7.295618724864569e-06
