Clase,m00,m10,m01,m20,m11,m02,m30,m21,m12,m03,mu20,mu11,mu02,mu30,mu21,mu12,mu03,nu20,nu11,nu02,nu30,nu21,nu12,nu03
Motorcycles,14925915.0,1901578605.0,1898020335.0,333123608715.0,241832885280.0,327708465435.0,65617657393965.0,42408797100690.0,41760845141310.0,63680338612695.0,90860324286.96019,22928510.78803368,86350988049.29118,25911456263.60695,42042088299.0625,4581347228.90625,46772839536.84548,0.00040784238175126743,1.0291861187142301e-07,0.00038760144110175045,3.010505406632117e-08,4.8846322199265655e-08,5.322807974190419e-09,5.434271423292387e-08
Motorcycles,3463410.0,447190950.0,489765750.0,70162808340.0,65577706380.0,76970300580.0,12249702067620.0,10727482459830.0,10697258196720.0,13007820278580.0,12422100262.728611,2339796048.8632016,7711827031.369466,-17478125080.90474,201436832964.82812,97206290768.11719,-57740683323.734604,0.001035588495435659,0.00019506088492448674,0.0006429089432193731,-7.829518896346401e-07,9.023585097473484e-06,4.35446300383908e-06,-2.58655759172386e-06
Motorcycles,1521330.0,202576080.0,200278275.0,29559765750.0,26683954800.0,27475349085.0,4617279569010.0,3924291113070.0,3678927107130.0,3905853399015.0,2585297233.526651,15455619.242373098,1109348653.1570563,-7318795420.206822,28725541278.03711,16316520477.054688,-3273739095.9724708,0.001117026876104719,6.67789446284341e-06,0.0004793151999998959,-2.5637816452643307e-06,1.0062586976482705e-05,5.715694087876319e-06,-1.1467942091215444e-06
Motorcycles,1796985.0,267867555.0,219488445.0,42141619005.0,33214371690.0,30177321435.0,6973247913495.0,5312564225490.0,4629879914610.0,4634129858085.0,2211944009.561521,496328349.1251643,3368429046.6283545,31960972375.75706,17306364180.871094,10252046619.816406,125335481332.88611,0.000684991568307547,0.00015370223332648332,0.0010431301540223174,7.3834417663731515e-06,3.998017664006732e-06,2.3683694073392267e-06,2.8954288899659726e-05
Motorcycles,3420060.0,427796160.0,529894845.0,61225131780.0,65307675915.0,86437823025.0,9646519151850.0,9314148963075.0,10480586567655.0,14712486305895.0,7714504916.510591,-973903909.5630741,4337349127.590601,58281685212.96305,71733037849.26562,-29648763435.371094,-23990458056.74674,0.0006595391949019067,-8.326234896167332e-05,0.00037081469032409624,2.6943113952905405e-06,3.316155677205719e-06,-1.3706364338693868e-06,-1.1090579190417048e-06
Motorcycles,2670870.0,304322865.0,334165515.0,38270050905.0,36655789980.0,47419419795.0,5221832565075.0,4505576059620.0,4983504760110.0,7425791657745.0,3595055056.5280685,-1419521401.3103888,5610349561.250239,42034804653.80363,40908879939.08594,-64327402596.271484,89041633323.07367,0.0005039646167376187,-0.00019899237917461146,0.0007864740934260207,3.6055967905522107e-06,3.5090189529430097e-06,-5.517776953072835e-06,7.637676206166223e-06
Motorcycles,1765365.0,234381720.0,263816370.0,33983202300.0,34714362525.0,41793697260.0,5239314976710.0,5033004482145.0,5445136730115.0,6912882776610.0,2865110194.311713,-311671504.65188664,2368945392.8354764,-33305878946.80978,37309617292.08984,-10522897768.576172,-40803655682.6446,0.0009193318488112822,-0.00010000646438042019,0.000760126766520962,-8.043306514525017e-06,9.010201721418495e-06,-2.5412598270965814e-06,-9.854005357215997e-06
Motorcycles,2503845.0,275842680.0,297279255.0,32092328850.0,33859438305.0,39991568145.0,3923354508270.0,4069046289615.0,4660677844845.0,5791282401135.0,1703393388.9062016,1108886091.2633662,4695870746.2572565,12500924120.160303,14426361384.367188,-8412692588.707031,-71953341682.40042,0.0002717065302314187,0.00017687728169035435,0.0007490335204952708,1.2601536970120532e-06,1.4542470987104202e-06,-8.480401581182561e-07,-7.253245333056677e-06
Motorcycles,2929695.0,432500910.0,466248375.0,70637326110.0,67548250755.0,80513067855.0,12439897320300.0,10963487564655.0,11443537869735.0,14655102617025.0,6788687548.365391,-1282411301.4670577,6311641703.082948,7567365376.649378,100496569559.94531,-34152041125.32422,-167147627095.22385,0.0007909353764851098,-0.00014941098088670107,0.0007353557916904057,5.150965948779457e-07,6.840616013728514e-06,-2.324666408479294e-06,-1.1377430489130145e-05
Motorcycles,8531535.0,1024106265.0,966524205.0,172851358575.0,119804104080.0,180329650245.0,33422708682315.0,20389829573880.0,23014594068360.0,38935410244815.0,49919946817.063095,3784713241.816214,70833640576.0621,689464336712.3369,-100846372970.91406,510700162332.2969,2456883446173.8394,0.0006858351829974673,5.199704054786233e-05,0.0009731621514920208,3.242976971908354e-06,-4.7434283084841604e-07,2.402138555695164e-06,1.1556241584006547e-05
Motorcycles,3255330.0,352494405.0,358209465.0,52891631565.0,37789579395.0,45597784965.0,9119937944385.0,5639912283105.0,4732697775855.0,6285657365385.0,14722749898.22458,-998141736.357904,6181191005.067759,204289414539.83502,35993696986.396484,14934462825.060547,-92153917487.69199,0.0013893091421774537,-9.41894312609453e-05,0.0005832867658725398,1.0684601092269151e-05,1.882516991895665e-06,7.810917573606347e-07,-4.819769294771166e-06
Motorcycles,2488290.0,333720030.0,416393580.0,52454115060.0,55321802220.0,72163664820.0,8992407184500.0,8722981781970.0,9530027325900.0,12850460078970.0,7696848654.878056,-523327571.7073086,2483839130.3832846,-107084425991.29204,85617580166.6211,26858520636.742188,-56795938459.0848,0.0012431140030185488,-8.452236255714139e-05,0.000401163559617088,-1.096412119599802e-05,8.766181606382665e-06,2.749980426008932e-06,-5.81520185537054e-06
Motorcycles,9743805.0,1152228465.0,835408815.0,189308936685.0,95908092330.0,106112036415.0,35611966531305.0,15554262691470.0,12240673626360.0,16219735048815.0,53055138958.52085,-2881016909.6572957,34486230256.14274,677931195785.0391,4775085548.1953125,186691122451.51172,1208439964102.7441,0.0005588178735923121,-3.0345104637212867e-05,0.00036323572491289203,2.2875160979953026e-06,1.611238003017792e-08,6.299443816951281e-07,4.077590599949932e-06
Motorcycles,8138070.0,1232296425.0,1305354180.0,227861073945.0,194124209550.0,248563835700.0,46086761485665.0,35606824739610.0,35909530426740.0,50809867533930.0,41262226912.745346,-3537310856.2887754,39183781799.81576,-912954201631.1201,128956610095.5,-594141708418.0312,-1630240335506.2522,0.000623031235966756,-5.341096008832908e-05,0.0005916481448326806,-4.832205984268176e-06,6.825587766627041e-07,-3.1447526215350774e-06,-8.628753875007243e-06
Motorcycles,598485.0,125458470.0,112686540.0,26432713500.0,23631679515.0,21648884430.0,5596833308580.0,4981105663755.0,4541456321925.0,4234957975680.0,133261225.10438764,9565513.824029835,431550165.69663256,-40953067.64222544,176857545.08007812,-331236839.0878906,-3740857697.8336225,0.0003720465326953466,2.6705564569828732e-05,0.0012048271558794794,-1.477927954080709e-07,6.382494030665314e-07,-1.1953785444990046e-06,-1.3500131936797399e-05
Motorcycles,638775.0,84447075.0,85511445.0,11876920035.0,11591078550.0,12137445885.0,1749224908875.0,1666339050210.0,1683869051730.0,1803508512765.0,712881874.371256,286328975.77844155,690211372.0838329,-9411129146.193415,694835381.9755859,2618827648.8984375,-6099690123.804621,0.0017471160414017685,0.0007017290868025809,0.0016915556468442188,-2.8858380582467814e-05,2.1306501678734646e-06,8.030399306800386e-06,-1.8704150829666694e-05
Motorcycles,1566465.0,229845270.0,292047675.0,35305648620.0,42517030770.0,55605134505.0,5646416701980.0,6493330749270.0,8025803528640.0,10802985797175.0,1580766071.4764771,-334725709.2365295,1156522839.3032775,2179806422.340897,9264809841.324219,-8251125244.722656,4870382624.808978,0.0006442081493543406,-0.0001364104617245339,0.00047131669349260736,7.097676293449056e-07,3.016718388390752e-06,-2.6866521468844594e-06,1.5858472083502634e-06
Motorcycles,3610290.0,459873630.0,644756535.0,67338239640.0,82481818305.0,119711801985.0,10874451817440.0,12134994907365.0,15339384863985.0,22960509996105.0,8760187580.642744,353643500.0197727,4565653219.885218,65281577531.60211,19061643431.617188,-35648401508.6875,-49396727893.43114,0.0006720927783135878,2.713198093908755e-05,0.00035028274556010046,2.6359393872523344e-06,7.696709945901088e-07,-1.4394110740330456e-06,-1.9945409651390464e-06
Motorcycles,1695240.0,266174865.0,233613405.0,45501110895.0,37083950535.0,34350410715.0,8330664612195.0,6452279607675.0,5489064117435.0,5337784732995.0,3708173754.672838,403588734.8623683,2157197367.21796,21931130847.330406,55238597848.328125,-15633395543.314453,9561676256.555334,0.001290320785708133,0.0001404354185977209,0.0007506327335089432,5.861152859851642e-06,1.4762661716202995e-05,-4.178066404133609e-06,2.555383328211125e-06
Motorcycles,11709600.0,1468268070.0,1414368720.0,241610394720.0,172347604545.0,248108656110.0,44718468683280.0,27562615396905.0,29462033919855.0,49610344751370.0,57504095155.40984,-5000249419.505224,77271148755.8258,2023922627.8403995,-366841765545.46875,-440407232245.0469,975300524356.7203,0.0004193867008273624,-3.646763072599962e-05,0.0005635510315963542,4.313588933733482e-09,-7.818503328739751e-07,-9.386405079009934e-07,2.0786592783038773e-06
Motorcycles,997560.0,191500155.0,117553980.0,37826417205.0,22293905400.0,14428202430.0,7663580280765.0,4363610216640.0,2700521166930.0,1829297448930.0,1064408538.8305212,-272762660.935583,575463533.2515327,-6568440305.314844,10811680317.90039,-4954522692.318359,-6570746716.709495,0.0010696219257269718,-0.0002740986303782229,0.0005782821070736997,-6.608679507632107e-06,1.0877914213845146e-05,-4.9848748051084154e-06,-6.6110000484319776e-06
Motorcycles,1673310.0,224220225.0,236375055.0,34987755675.0,31635244155.0,35406117855.0,5980891725525.0,4984579149315.0,4720718108415.0,5584791159765.0,4942689728.432641,-38544931.59326576,2015313624.9093244,-32019483827.86245,52469997074.359375,-12741675590.330078,13879139175.575712,0.001765267542470469,-1.3766212407978354e-05,0.0007197635144860819,-8.84042838526069e-06,1.4486718586858559e-05,-3.517916502655159e-06,3.831964830862615e-06
Motorcycles,1600890.0,179752560.0,237723240.0,23071378980.0,26896675035.0,36588076770.0,3263238476160.0,3491772188085.0,4164554099775.0,5816366822280.0,2888241583.580759,204421999.816822,1287500942.7429116,24117067768.80551,19894846126.289062,-4372050760.953125,867977039.5812173,0.0011269652710233177,7.976358201348214e-05,0.0005023710125668134,7.4373937460277625e-06,6.13531485569879e-06,-1.3482842648428318e-06,2.6767296371853955e-07
Motorcycles,807075.0,124741155.0,132014775.0,19722476475.0,20584411155.0,22373010225.0,3181988688825.0,3282918894975.0,3512208173685.0,3905407155135.0,442538735.9620855,180265926.1611376,779105298.8151666,-3105733705.9045887,1152697331.796875,-4727263118.230469,-9067624005.54853,0.0006793968069923977,0.0002767488689484959,0.001196102418413451,-5.3073713830161905e-06,1.9698381804038024e-06,-8.07839414756799e-06,-1.5495613183932574e-05
Motorcycles,1799535.0,239307045.0,312316350.0,33866561475.0,41818978470.0,55534991400.0,5037244959255.0,5964022045740.0,7490928015480.0,10089420872820.0,2042861582.176563,286303182.3919521,1331265172.211987,-9752786297.316143,10200861919.042969,6356158933.457031,-10987049373.304663,0.0006308387252467663,8.84108527910147e-05,0.00041109668492999354,-2.2450600581142364e-06,2.348205626025473e-06,1.4631673564361087e-06,-2.529183451022947e-06
Motorcycles,799170.0,104787660.0,109927185.0,14333880990.0,14452255815.0,15415103175.0,2031597636780.0,1984465291395.0,2032258936185.0,2200442392005.0,594058814.1480548,38535972.492024265,294432977.1394394,-3656331380.069102,2710000127.510742,419787666.67285156,-930626512.3719611,0.0009301459487350483,6.0337592575620566e-05,0.0004610076213632178,-6.403945368587926e-06,4.746476990583145e-06,7.352444306426987e-07,-1.6299620368865256e-06
Motorcycles,2583915.0,292842510.0,365451975.0,36201506970.0,40409705925.0,59610093105.0,4796594388870.0,4929273973605.0,6401343061875.0,10596170190195.0,3012824036.118622,-1008016269.2119812,7922964839.789792,10869598105.632513,37653238646.99219,-69305629498.59375,-75834327085.79778,0.0004512501105287859,-0.0001509771056801313,0.0011866736048338079,1.0127865588484526e-06,3.5083812325154672e-06,-6.457626981841574e-06,-7.0659454402471516e-06
Motorcycles,46155.0,902445.0,4883505.0,18249075.0,95452110.0,518760525.0,379289805.0,1929646200.0,10138000320.0,55325736105.0,604031.6022099449,-32554.06077348028,2053319.1712707423,-1145620.996917046,46102.304721832275,1831191.053844452,2923700.7292212155,0.00028354510249399486,-1.5281558886721823e-05,0.0009638710834677279,-2.503191506321697e-06,1.0073392327139892e-07,4.001167842393886e-06,6.388310664790509e-06
Motorcycles,7161420.0,821301960.0,813317145.0,139038948900.0,84071199900.0,130993207005.0,26883563207340.0,14068622797980.0,13394231445120.0,24460769047245.0,44848563543.486694,-9203453072.469725,38625383535.499405,651141769858.3052,389054658033.72266,461834615188.6289,810655737462.1145,0.0008744807383324917,-0.00017945373947635834,0.0007531379211231082,4.744360633210997e-06,2.834736902447877e-06,3.3650275082673437e-06,5.9066141137571655e-06
Motorcycles,2184585.0,211439115.0,215508660.0,25485609075.0,19826172225.0,26842205760.0,3603031837335.0,2362827064695.0,2340541432005.0,3940693839150.0,5021081784.011906,-1032233534.0965338,5582340597.968951,164410403258.42902,48492593300.34082,-53772224392.84473,191325753840.59033,0.0010521057656948229,-0.0002162918071210472,0.0011697106284739003,2.330810287251878e-05,6.874688771506385e-06,-7.623170511068816e-06,2.7123833189978245e-05
Motorcycles,6355620.0,807567660.0,839561235.0,123652072440.0,108097301430.0,137426059875.0,21051728141670.0,16987552254900.0,18100016161170.0,25340175525525.0,21039656109.590755,1419667780.464611,26522156351.075455,-6690470168.8321085,292651958323.0625,263103685851.03125,179523813845.73505,0.0005208621400975944,3.514559337418668e-05,0.000656588066129417,-6.569946470247392e-08,2.873800573168418e-06,2.5836407435440414e-06,1.7628982976349244e-06
Motorcycles,3852540.0,496733625.0,565216680.0,71431293345.0,70752781950.0,90571443150.0,11087616863475.0,10026232239000.0,11057515525410.0,15450047356530.0,7384120776.865559,-2124366727.7204237,7646958173.796664,-26662921695.489677,94169313868.25,2879815075.5898438,-81749074457.39166,0.0004975130515667271,-0.00014313148515477666,0.0005152220028914043,-9.152502280254685e-07,3.232522188500349e-06,9.88545604531649e-08,-2.8061763032764517e-06
Motorcycles,4919460.0,779309835.0,746155245.0,137690860545.0,115619036175.0,121727576475.0,26347165795275.0,20218687441545.0,18450769476915.0,21029169583245.0,14237510191.967901,-2582173076.6932006,8555063711.198674,24214648328.25976,152637095462.9375,-49247510383.875,-28930486030.891018,0.0005883004500334948,-0.0001066965756372193,0.0003534991556461003,4.511122098506141e-07,2.84358692746761e-06,-9.174675154370712e-07,-5.389669636546606e-07
Motorcycles,5088525.0,710883135.0,858583470.0,120280779405.0,120858466605.0,153393218670.0,22347843954975.0,20833762722675.0,21832034834145.0,28569322514910.0,20968143301.72287,911623696.1455697,8524995568.562764,-314396367040.87915,284152614055.71875,94878733190.02344,-189447956717.80194,0.0008097969764825941,3.520722374917726e-05,0.00032923828956197594,-5.382669784629719e-06,4.864877111326147e-06,1.6243854696943127e-06,-3.2434719331606047e-06
Motorcycles,9860595.0,1295644545.0,1023340755.0,233226693675.0,132779581965.0,151469932425.0,46852273096245.0,24545302492275.0,19400201785185.0,26628014508285.0,62983945951.535324,-1683487139.0380032,45266777255.96912,-344524399013.94904,783249701851.7344,-152941780510.375,1512691240806.8186,0.0006477741641482731,-1.7314245048791314e-05,0.0004655575060863057,-1.1283976677915472e-06,2.5653252408173795e-06,-5.009199607625076e-07,4.954416212902258e-06
Motorcycles,3160470.0,351682230.0,392398335.0,48574002930.0,43219358400.0,54474358425.0,7264476040170.0,5994965280330.0,5994483830130.0,8332537886055.0,9440459217.26965,-444881887.3898627,5754878945.437713,-241590199963.84775,63112180781.71289,43305041862.302734,140067342497.91788,0.0009451261422246456,-4.4539094158176713e-05,0.0005761463940992972,-1.360504970117872e-05,3.5541357075472032e-06,2.4387050755221796e-06,7.887833018397924e-06
Motorcycles,696660.0,120853170.0,98556225.0,21032120010.0,17022303150.0,15430894815.0,3671840180790.0,2949143165070.0,2654154930030.0,2619461753925.0,67103073.40409939,-74748804.30087861,1488183181.993044,9426470.550465228,-328732305.5078125,-1571872684.375,15393522090.362808,0.00013826130794325543,-0.00015401481520222808,0.0030662999884137052,2.327002910407416e-08,-8.115031257630843e-07,-3.880298879361608e-06,3.800019372460378e-05
Motorcycles,1396890.0,182186790.0,169422000.0,28649553960.0,21242503425.0,22552539150.0,5046340040430.0,3327252055125.0,2692229623395.0,3238299468510.0,4888179441.960568,-854047008.7349404,2004168065.6626527,34711555829.37805,75261873399.82617,-41977085408.16211,16859976558.095755,0.002505086482450398,-0.0004376806625783347,0.0010270928859020337,1.5051111013876194e-05,3.2633939464458054e-05,-1.8201482400350555e-05,7.310573461892453e-06
Motorcycles,2005830.0,265589130.0,92889105.0,37161345840.0,11919136305.0,5441176995.0,5447720439840.0,1636443561915.0,682268585145.0,356947029105.0,1995062568.6575122,-380179481.1975595,1139523401.3749049,-1087971184.5373037,16196043250.481445,-2978121097.529785,-573139091.0489001,0.0004958705036051202,-9.449317217585966e-05,0.00028322722895343715,-1.9093347936336363e-07,2.8423242579251553e-06,-5.226452972268996e-07,-1.0058303231593543e-07
Motorcycles,13297995.0,1793662605.0,1562897805.0,315808322295.0,216200644575.0,258627692475.0,61349496410925.0,38386522857015.0,36267686889735.0,49130636377065.0,73875193234.9134,5393575669.869393,74942140715.21832,-1176314520238.353,-185054564104.0,115617667199.71875,1118701695707.0803,0.00041775946588899413,3.0500323483575554e-05,0.0004237929852611389,-1.8241394871076234e-06,-2.869686056270015e-07,1.792911236898957e-07,1.734797881284376e-06
Motorcycles,841755.0,98940510.0,89474145.0,14542589820.0,11625157515.0,11243304705.0,2489670178830.0,1824805328895.0,1559804559885.0,1600623699675.0,2913048541.2905173,1108299832.9975758,1732672010.830051,95519540970.18555,18463469744.066406,2645218366.0288086,37171425648.41093,0.00411127296098194,0.001564176865396529,0.0024453720861170405,0.00014693591604074052,2.8402008767836148e-05,4.069089735905991e-06,5.718010600463763e-05
Planes,2140980.0,255701505.0,348757380.0,34733190195.0,42171955590.0,59019211950.0,5147638183785.0,5776394961810.0,7221838713150.0,10291385307780.0,4194250242.6113634,519167172.6131504,2207980595.9171057,-2471207744.77802,-5518024867.8046875,3916039732.1640625,-41959601930.72484,0.0009150169047348912,0.00011326142024103053,0.0004816926634622774,-3.684492955481582e-07,-8.227201374130055e-07,5.838691966320519e-07,-6.256044561824333e-06
Planes,2481915.0,258205605.0,367992285.0,30784510095.0,39096759885.0,56780578935.0,4072264741005.0,4714553696085.0,6101840323665.0,9049967848725.0,3922133884.1241136,812745088.458851,2218548478.8718724,53526404442.05704,-18957680016.603516,-46328159385.759766,-26746073452.10438,0.0006367201688144714,0.00013194123536204008,0.00036015969972576456,5.515702222039903e-06,-1.9535203024050352e-06,-4.773949125308253e-06,-2.7560860533853046e-06
Planes,6058035.0,954916605.0,963067935.0,182313173865.0,141619860255.0,167898024885.0,37190654768115.0,26396854428195.0,23249310688275.0,31340706628125.0,31791474583.84265,-10186717764.862995,14795600183.728992,-1569486265905.7947,625289888005.1094,22701825018.046875,-54876320576.11743,0.000866257716006589,-0.00027756884448130445,0.00040315219692947543,-1.73751304692546e-05,6.922324598313174e-06,2.513224742053452e-07,-6.075129489154206e-07
Planes,656115.0,85662150.0,66881400.0,12829392210.0,8752775295.0,6850269510.0,2102903861550.0,1310497346145.0,897870602685.0,704819144220.0,1645371203.5872524,20762585.322580792,32681639.03225794,-1735400769.250467,-2694468629.0498047,-731130020.4462891,-129230305.28616665,0.003822116839053857,4.8230470310112175e-05,7.591784917636604e-05,-4.976796340752275e-06,-7.727218894295335e-06,-2.096740577073043e-06,-3.7060771313376574e-07
Planes,2137665.0,252313830.0,274609500.0,35727048360.0,30747332370.0,37042421490.0,5559915680010.0,4144640198880.0,3996620552370.0,5161858343700.0,5945829689.502565,-1665498779.5884519,1765435858.364548,-60636899219.68545,-51775111628.82422,52320737202.78906,-50282829427.348465,0.0013011673949595843,-0.0003644727181088791,0.000386342646317644,-9.075861676361786e-06,-7.749468681090596e-06,7.831135492885332e-06,-7.526110511115214e-06
Planes,148665.0,20249295.0,16371765.0,2925547425.0,2275208175.0,1965429075.0,441130164315.0,332303460885.0,277047655725.0,252999761895.0,167440621.1320752,45250221.50943373,162484944.13379073,-2964827175.186836,-2199919915.9609375,-624998408.473999,769084984.7623795,0.0075760591366356884,0.002047402546547669,0.007351833367839396,-0.00034791851796785585,-0.00025815767044190904,-7.334273033801347e-05,9.02510980502585e-05
Planes,1845690.0,212301015.0,245786085.0,30399883905.0,27332632725.0,33364648035.0,4868630998665.0,3825713020035.0,3592017407115.0,4608562083165.0,5979899525.158191,-938981315.4814887,633907997.6008581,-3803530693.5967803,-6553003391.984375,4323070521.330078,-3359608932.0480103,0.0017554011097586433,-0.000275638217047674,0.00018608386274583585,-8.218452080426835e-07,-1.415935579291198e-06,9.341044093497092e-07,-7.259251269746062e-07
Planes,388620.0,54010020.0,63880560.0,7726123620.0,8916775485.0,10525292280.0,1135149374370.0,1280377011345.0,1475258579565.0,1738157477670.0,219864908.66141707,38718969.09448788,24736606.299212642,267208071.62362525,-389619464.4604492,-265133587.70117188,-100824877.12376024,0.0014558131061035348,0.0002563737115019884,0.0001637909199342667,2.838158884362108e-06,-4.13835531935728e-06,-2.8161246885415922e-06,-1.0709145836604187e-06
Planes,1303305.0,148543365.0,175943115.0,21978507885.0,19771044030.0,24030570915.0,3744479850285.0,2875740373140.0,2677984949310.0,3315425873715.0,5048371588.796714,-281961483.4308348,278663482.8154955,88723349652.03003,-27033824181.842773,15244068874.84082,-3882610807.1303844,0.002972071075760969,-0.00016599601567427022,0.00016405442083239209,4.5753337173474186e-05,-1.394094877764764e-05,7.861143947581976e-06,-2.0022057560802058e-06
Planes,1260210.0,171765195.0,157788135.0,27363400515.0,22057683345.0,20122041585.0,4835967636075.0,3551661919545.0,2861496784845.0,2603922770475.0,3951999071.281872,551339341.2535429,365734662.52023673,29061162107.031063,-24743404522.466797,-19178665645.541016,-7099673956.83186,0.002488461871704584,0.0003471627660669327,0.00023029275726705746,1.63006781771001e-05,-1.3878807483371478e-05,-1.0757493296475339e-05,-3.982273658101765e-06
Planes,771375.0,61565925.0,83223075.0,6063274485.0,6891615465.0,9276403515.0,703894124325.0,693682846185.0,789119522565.0,1059462325335.0,1149499575.1239662,249313609.58677596,297527854.71074337,36474112713.07113,-276373635.88964844,-5056660915.860352,-5562067980.146578,0.0019318691007977876,0.00041900081495646797,0.0005000305190024552,6.979444164977233e-05,-5.288502493639227e-07,-9.67609076637585e-06,-1.0643204185561686e-05
Planes,1768425.0,231387765.0,144840255.0,36583874115.0,19105884690.0,12295584645.0,6486230697315.0,3006127303620.0,1641427440270.0,1076654625765.0,6308178062.47008,154409288.7361216,432656068.1788036,48676765027.70046,-30628281794.29883,7330878705.508789,-1269315505.065146,0.002017114968006762,4.937420669240756e-05,0.00013834692402146475,1.1704560032343088e-05,-7.364716261339171e-06,1.7627447068354759e-06,-3.052129598292809e-07
Planes,2119815.0,242830125.0,250136385.0,35604945945.0,24957545895.0,32507183505.0,5922752123835.0,3263654726685.0,2934177644235.0,4472824574895.0,7788146079.202454,-3696204378.773007,2991300703.4969296,59812930412.66041,-90879949292.25195,82696250404.79102,-68937634219.32736,0.0017331580431323764,-0.0008225457359150567,0.0006656779188487112,9.142188633371706e-06,-1.3890669353413946e-05,1.2639820775494315e-05,-1.053686638697224e-05
Planes,1067175.0,142080645.0,128416470.0,23025074295.0,17615702685.0,15702483330.0,4139072976405.0,2885244560505.0,2202417640875.0,1943839025700.0,4108861224.401432,518699019.97490895,249732124.93906727,-20504143526.980274,-23550103059.5,-12999656103.867188,-5791461645.555399,0.003607864245511466,0.00045545360287069117,0.00021928207240791355,-1.742819964651737e-05,-2.001721736277136e-05,-1.1049503317031842e-05,-4.9226513495222576e-06
Planes,234090.0,30220050.0,28527870.0,4248022050.0,3698524335.0,3844598280.0,640403493240.0,529176444975.0,500017129185.0,563723152140.0,346738688.8888888,15694407.222222097,367989425.5555557,2476372122.413451,7430140812.134033,-129858167.89501953,5501489867.75111,0.006327564479139366,0.0002864040755841457,0.006715364891370363,9.34025541069199e-05,0.00028024630181631266,-4.8979248487174645e-06,0.00020750241871585022
Planes,12029625.0,1544463855.0,1131730290.0,265514626395.0,146503648305.0,145073972700.0,51275767806135.0,25426211261235.0,18842968507995.0,21305556483480.0,67223441141.80543,1202649602.7405577,38602370359.65407,-74635348193.01775,138154250930.78906,-9128469571.851562,393886103159.7104,0.000464532989536263,8.310648872424951e-06,0.00026675329619810847,-1.4870115440585465e-07,2.752542474425858e-07,-1.8187279836661008e-08,7.847664633760217e-07
Planes,1462425.0,171917175.0,188512575.0,25067661015.0,21813968625.0,24511302525.0,4106161781355.0,3135871369155.0,2798479470225.0,3211823997375.0,4857725421.73496,-346859688.2301665,211259149.69485492,17190156542.00225,-13901816971.427734,6446333698.7265625,-2247676860.825547,0.0022713588724663425,-0.00016218348341333718,9.877984084940826e-05,6.646543094101197e-06,-5.375112516348237e-06,2.4924633247436575e-06,-8.69060213651261e-07
Planes,1228845.0,170011050.0,170975205.0,28212040770.0,24112681935.0,23992050105.0,5140078327050.0,4029573313185.0,3438001118385.0,3391962200505.0,4690964375.416059,458214426.06660867,203435003.18323094,-61057887773.40368,-22493860071.652344,-8812955696.800781,-2778688557.0901423,0.0031064754180087097,0.0003034411981921393,0.00013471981153026326,-3.647531150050612e-05,-1.3437584935909075e-05,-5.264762932414963e-06,-1.6599580230959708e-06
Planes,820080.0,96779895.0,131651910.0,12189466395.0,15561722820.0,21434130570.0,1620927471345.0,1951476135450.0,2539501385820.0,3535842773970.0,768204961.7117531,25119041.893655896,299332249.5335814,1099077919.9518032,-11294044601.338867,1935726779.1386719,-1201847873.3248432,0.0011422592058201824,3.7350001984466864e-05,0.00044508306333602033,1.8046289990224816e-06,-1.8544236067196397e-05,3.178363077270464e-06,-1.9733719377336053e-06
Planes,414630.0,66509100.0,48026190.0,10943932410.0,7678436070.0,5593668780.0,1845479131830.0,1258512534360.0,891684418200.0,655086611010.0,275480096.34686416,-25248355.461254112,30841859.815498672,1630491833.3346798,-1012551797.3007812,275905495.2788086,32626338.719103508,0.0016023920544596688,-0.00014686274876405428,0.00017939862722745337,1.472878164102396e-05,-9.146721263956394e-06,2.49234722335834e-06,2.947247014153689e-07
Planes,1358895.0,173621340.0,182158230.0,26598827130.0,23324380290.0,24589743840.0,4482525708450.0,3567786603060.0,3155554869390.0,3344191273920.0,4415825718.267967,50649807.050102316,171653585.24676147,-44304668851.59309,-10696682858.58789,228788889.50390625,1945963891.4755046,0.002391333363942914,2.7428748597371767e-05,9.295678127487423e-05,-2.0581865847791843e-05,-4.969175875104508e-06,1.0628455991868561e-07,9.0400332057906e-07
Planes,1576410.0,163226010.0,146678550.0,21241427070.0,14987316960.0,14459980530.0,3240181448580.0,1900050742920.0,1447375055040.0,1492957953870.0,4340538125.803947,-200200544.38369417,812136993.0378517,141919685207.65186,-34919125603.53906,-12597081314.60498,-3616623967.577653,0.0017466472842052644,-8.056137902934047e-05,0.00032680668437383165,4.548515576237998e-05,-1.1191554327640581e-05,-4.03735538806903e-06,-1.1591253479637564e-06
Planes,4055520.0,552857340.0,474317850.0,87750651000.0,61024648230.0,62361572940.0,15143270779020.0,9286084469640.0,7708313898780.0,8863749290190.0,12383931469.119732,-3635396564.6302695,6887201508.316154,-195498680050.1036,14279924406.074219,57411827292.5625,-40818415899.85426,0.0007529487992535537,-0.0002210338037621121,0.00041874505837139614,-5.902384002476696e-06,4.3113128615184397e-07,1.7333449559747872e-06,-1.232366197828007e-06
